	tweets	class
9215	Aw  thanks. I don't even know where to buy a tree though. Blahblah I hate Christmas.	2
9216	i just hate it when i have brilliant ideas and don't record them. the ones i do record are just never as good ...	2
9217	 I'm done...except for groceries....I avoid malls at all times...hate them.	2
9218	Ohhh  those. I hate those.	2
9219	jbt kolika ti je ta kada... meni nikad nije palo na pamet da udjem u kadu... is it cause I'm fat?	2
9220	you re so mean :D :D :D but we love you ( in non-gay way of course :D )	2
9221	yep  shoutem kicks ass :)	2
9222	Oh you lucky bitch! I have to go out tomorrow or Saturday (ew!)	2
9223	What's new is this cold ass air out here in Cali! Totally unacceptable. You gotta get that playtime in ;)	2
9224	good luck gettin her ass to pay up! lol	2
9225	don't u hate unrealistic theories?	2
9226	really? i hate snow. it makes people slip & fall T.T and i'm paranoid of driving on black ice &gt;.&gt;	2
9227	I hate you. I've had it for a few months and I'm only medium.	2
9228	bitch. You told me all that. LOL	2
9229	no. I won't rape Aidan. And you are a bitch. And I'm done talking for now. I have some one else I want to talk to :)	2
9230	adams bday tomorrow? it sucks i am so busy wit homework - josh and i were thinking we could do something thurs maybe	2
9231	 Yeah  smart!! Lets encourage kids to eat cereal that is pure sugar so they get fat AND rotten teeth. Lovely.	2
9232	Hate e anne and yeah i'd totally prty w/u lmao	2
9233	Just because the roads are WET is no reason to freak out. Maybe I should get upset when I do dishes because there's water.	2
9234	The issue there is that I don't have another Mac to do that. I'm the only mac in a surrounding of PCs. Grrrr! This sucks!	2
9235	has a stick up her ass.	2
9236	www.cantstopthis.net fag. It's this upcoming saturday.	2
9237	HAHAH! Dont feel bad  I fail too. Im at work and still have hella shopping to do. I hate commerce driven holidays.	2
9238	Are you *having* brunch at Max Brenner's?  Because I need to know whether to hate you this morning.	2
9239	Then I shall hate you retroactively yesterday for that.  Look at me  I'm all green with envy and spite.	2
9240	ohhhhhhh that always sucks! are you going to be around wny for christmas? ill be in SC from the 24th-28th.	2
9241	Oh..that sucks..It seems like xmas is passing faster this year then last year!	2
9242	yes i do and it sucks.	2
9243	damn  that sucks. it rocks having around 6 people working on different pieces of the control system.	2
9244	damn  dude. nice find. awesome work in there.	2
9245	damn  looks incredible :)	2
9246	it's weird... I usually hate country music  but hearing it on the local level is quite different.	2
9247	I love this weather because it isn't that cold. What I hate is the frozen winds of early February.	2
9248	is picking on me and my love / hate with google.	2
9249	damn. Sorry you missed the show fam. Really cool of you to try and make it.	2
9250	Want more energy?...lose some weight..aka FAT both products Science-based..one has composite patent other double-blind study!	2
9251	you got a Chumby? rock on! if you make a Qweerty widget for it  does that make it gay?	2
9252	"i got you your ""i &lt;3 fat bitches"" shirt. got one for matt and a ""i &lt;3 fat blunts"" shirt as well. Joe is around? or he in LA?"	2
9253	just got in  damn tired. i'll give ya a call tomorrow	2
9254	what's with the lack of internet? is it comcast? are they being a bitch?	2
9255	the google iPhone app sucks! Vlingo is much better and faster	2
9256	"I would hate to be your cable modem at a time like this.  ""Eek  I'm next!"""	2
9257	u should not hate. http://tinyurl.com/2ezd68 3:20+	2
9258	"""hate in ur heart will consume u 2"" how does that make u sick? dont b a hater on will smith"	2
9259	LOL!  I'd hate to see you on the news. Don't cut anyone.  RELAX!	2
9260	wow That sucks. when i was in jersey our hotel had free wirelss	2
9261	I am all a twitter hahaha! lulz. Shit. Sometimes I hate my job. Ooooh trauma. Later sexy.	2
9262	Well.. Sucks to be you. Oh well.	2
9263	bitch gash thrash	2
9264	i hate snow. you can give me yr car. if you want.	2
9265	OH GOD DAMN IT!!	2
9266	I know  haha  and the cold sucks  but I get so excited when it does snow.  They say it'll turn to rain so I want to catch it!	2
9267	lol. SAVE THE WHALE! post more.	2
9268	i hate when that happens.	2
9269	hope i didn't actually scare you or freak you out in @BradmanTV earlier lol	2
9270	*sends fruit basket* Hope you get better soon  being sick sucks!	2
9271	CHALUPA!!!!  I hate how TB is only open till 11...  :/	2
9272	S&#229;...To be honest  i love you so fucking much because you're cute. Roflmfao I love abbreviations. Ah  jeg er jo god! XD	2
9273	well some bitch..	2
9274	ahahaha. you're a nerd. &lt;3	2
9275	I FUCKING TOLD YOU! GAYEST SHOW EVER!!!! WIN WIN WIN	2
9276	So sorry to hear that. Sucks that all transmission work is kinda like that. Argh.	2
9277	Looks like they are all sold out already.  Damn.	2
9278	dude that fucking sucks. He was a cool cat. RIP	2
9279	Me too!  I hate facebook!  Transatlantic hi5!	2
9280	Damn  that sucks! What the heck were MPs doing on a public road in the Central Coast?	2
9281	This is why I feel like I have to do everything myself  It's a damn shame you can't trust people to hold up their end of shit.	2
9282	doesn't Ronson ALWAYS win???  That shit is dope as FUCK BTW.	2
9283	Those damn republican ninjas... what are we to do?	2
9284	Nice to meet you  too! The moon was friggin awesome. Biiig!!! I tried taking pictures  but my camera sucks.	2
9285	check that.  looks pretty.  it only sucks when you're in it.	2
9286	damn right.	2
9287	 it's sucks did you get the message about it.	2
9288	What do you think about this in regards to your nerd daily lists: http://is.gd/a4vQ I'm just curious.	2
9289	Wow! Very impressive  but you are going to get hate-mail from the Apple lovers. And the XP lovers. And the linux Lovers. :P	2
9290	Sucks when u have a cold! Have u tried drinking tea with lemon & honey? That usually makes me feel better when I have a cold! :)	2
9291	http://twitpic.com/t9za - good god. that looks OUCH! although the splattering on the guitar is pretty damn cool.	2
9292	well two outta four ain't bad :D  OW! i just realized i have a splinter... where the fuck did i get that?!	2
9293	god that sucks. that's how my job was for like the last 6 months or so i was there. thank frank for internet access yeah?! ;)	2
9294	I hate that..... what was it?	2
9295	You are with your parents????? You poor baby! I love and hate vacationing with mine.	2
9296	OMG Sheesh. Its probably good though.  Right balance of sweet  salt   fat  heart attack  diabetes and stroke all in one bite.	2
9297	Damn. That's pretty bad. Ewww...	2
9298	LOL - actually  after having my bitch fit  I think it could be Mozillla Thunderbird thats is causing the problem!	2
9299	it actually goes off the gay years scale! But thanksfully  us gays stop ageing at 27!	2
9300	omg NO I DON'T hahahaha that's one of the very few songs I truly hate.  drives coworkers crazy because they think it's awesome!	2
9301	tweets that 'Bill O'Reilly is Gay' http://tinyurl.com/97jrc6 Hysterical prank.	2
9302	That sucks smelly donkey testicals. I was up and doing house work then.	2
9303	Whats next? Should be put a CALORIE tax on the food we eat during the holidays ? I'm dreaming of a FAT XMAS..LOL	2
9304	damn. now im craving them from you tweeting them!	2
9305	Damn! Nice computer! Yeah  it is the higher end model.	2
9306	yes please! I'd kill for a Guinness at work right now  don't make me kill a bitch!	2
9307	that was a funny ass video!	2
9308	The ex-gay ministry  Living Waters has one geared to high schoolers! JUST KIDDING! ;)	2
9309	haha. a little off. but i picked up my 28 year old's sister copy that we got her for christmas and tried to hate it.	2
9310	don't hate Suai I'm hilarious.	2
9311	hear hear. hate that in all sports.	2
9312	...oh :( that sucks.	2
9313	Damn I knew Big tree trunk would get around ur way sooner or later. Do I like being watched by who?Big tree trunk or in general	2
9314	ask that nigga why he auto-tuned that joint if he can actually sing...I hate that shit...haha	2
9315	wake the fuck up!	2
9316	http://tinyurl.com/94v4b5  Seems like another reason to love apple/hate microsoft	2
9317	Me too - and now I hate KIIS almost just as much.	2
9318	Yeah it's absolutely terrible! I'm w/@cristyissues - hate the show!	2
9319	ha ha ha ha! If you cook them right they can taste amazing  seriously! Almonds are good too. Sucks about the supplement :(.	2
9320	oh the poor thing! Sucks that you can't use electronic devices in a hospital :( 5 year old copies of That's Life just won't do.	2
9321	oh god...no more rock of love please...those reality shows are gettin old as fuck now.	2
9322	how the fuck do I know your name? I know I've heard it before...who have you worked with?	2
9323	I AM USING THE NUMBER YOU PROVIDED  HOOR. Perhaps you shouldn't have given me some old fat dude's number. :D	2
9324	Cookies! And meat sauce! And mushroom ragout for tomorrow. And...oh  damn  where's my list? Gack.	2
9325	@akaMonty *HATE*	2
9326	Fat Bastard.	2
9327	Surprisingly  I found that Oz wasn't gay ENOUGH for me.	2
9328	hate their commercial with mom relaxing with salad while kids play-that place is TOO loud and full of tweens w/potty mouths!	2
9329	uhhhhh that sucks! do you have a blanket in the car to wrap? I'd be worried about snowed in car though...	2
9330	uh  yeah  LOL! I wouldn't say thin really  but I SO HATE exercising! I could eat less brownies I suppose ;)	2
9331	You're such the nerd. &lt;3 Also  time to shower. WHEE!	2
9332	I played in those days too.. I like these days better. Running everywhere sucks balls.	2
9333	thanks girl  and damn you @robertocstone for sending me that OJ da Juiceman mixtape cover. LMAO	2
9334	dont hate on my man booba. That's corentin's homeboy. He's a super sexy french rapper	2
9335	that sucks try this one http://tinyurl.com/yozen3	2
9336	i would if i could get done with mine...damn hgtv is making it impossible!	2
9337	my bitch of a sister sold ours. I had like every fuckin game. :-(	2
9338	I hate sisters	2
9339	"I'm still on the fence. But  I have a pretty good idea.  All I can say is  ""DAMN.  Damn  damn.  Really?!!  Damn."""	2
9340	ME TOO  loved I&II... they changed Evys.  I hate that.  We're not supposed to notice?! It was also awful for many reasons beyond that	2
9341	Ah I hate doing that because I get confused very easily ... although  it might work with Smallville	2
9342	Sugar was too much of a bitch. The old man deserved it.	2
9343	I'm sorry you get these....awful ! You can bitch to me anytime you have on kk.	2
9344	Being sick sucks  although trying to smoke a cigar when your sick is the worst. Feel better soon  and enjoy that stogie!	2
9345	Hate from a friend.	2
9346	DIDN'T GET A DAMN THING FROM MY CHRISTMAS LIST	2
9347	Ohhhhhh(my typicall Ohhhh) now I know which awards..has anyone ever told u that u r a loser :P	2
9348	Holy fuck yes please.	2
9349	bitch we're going to vegas  call me when you get a chance for details.	2
9350	I hate that song  and the dance  and the gold UPGRADE bling in her mouth. Worst commercial ever!	2
9351	slice to fry size  fat free cooking spray on pan  salt & pepper  bake 10-15 min  flipping once at 375  then broil 5 min each side	2
9352	that sounds scary! Hope you didn't have to dive in after him. Hate those scenes in movies - totally afraid of walking on ice.	2
9353	Wow - sucks for you. Why didn't you wear your NRA pin or something?	2
9354	Damn!! That's your plug.	2
9355	i didn't sign off... i think AIM is being spazzy with me again. FUCKING THING HATES ME AND ALL I EVER DO IT LOVE IT. http: ...	2
9356	Rosenberg stay fucking up it seems. lol. http://tinyurl.com/5fhths	2
9357	Good to see you in-studio on red eye. Need more white hate in the sherrod seat tho.	2
9358	id feel bad for your weather but you see youre in fucking hawaii. Wahh!	2
9359	you only love jon because i rock the hate for him in the old stuff. LOL	2
9360	Oh UAL sucks for US-Sino flights! Sorry to hear that you will have to endure such pain!	2
9361	Damn you Pinot Noir and your grapey goodness!	2
9362	good call  and thanks. Just perplexed by folks who spread fear and hate. worried they distract from real issues.	2
9363	ours has been too... i could hardly decorate the darn thing.. kept pokin me and hurting me! i hate real trees!	2
9364	after my surgery mine was anywhere from 45-60% of a normal sized bladder. My life sucks.	2
9365	@selcom60 Well  he is sick  but that's no excuse to be an ass at Christmas.  I'm gonna get me a glass of wine and chill out.	2
9366	that's enough hate from you. I've definitely heard better things about fusion than parellels recently though.	2
9367	haha russell peters kicks ass!	2
9368	agreed re: winer  not sure why I was stating the obvious  must be the damn wine!  how would you improve twitter though?	2
9369	"Say ""Yo"" from Dick Hammer to everyone"	2
9370	the only good thing about telus is there cell phones. Everything else sucks shit!	2
9371	Telstra  Conroy  seems a hate relationship as opposed to love hate but we need each other thing: sad 4 net.au	2
9372	IT'S SNOWING IN FL!  A CHRISTMAS MIRACLE!  AND LOOK  A PIG JUST FLEW BY THE FROSTY WINDOW!  :)	2
9373	rboscia Well that sucks that you have to work. :( welcome to hipsterville. You are joining myside with apple :)	2
9374	I don't hate you. I just hate some of the things you do. There's a diff	2
9375	I don't hate her. She just deserves the runs for cutting me off then flipping me off... ;)	2
9376	glad to hear you can surf; sucks about your eye tho :(	2
9377	Damn! Don't worry! Someone from The Maines livejouranl records it and posts the video! :)	2
9378	well  fortunately for the gay people. and too bad for the prop8 nazis  after the fact is spelled out in latin: ex post facto.	2
9379	April 3 @ the Loft or April 4 @ Mojoes; Craig Owens  The Color Fred  and The Gay Blades.  FOR REALZ?!?!	2
9380	Get it  &#191;? Damn . And now you people  @yuuppiitsannee and @hiiemily  see why I'm terrible.	2
9381	 it is gorgeous  but it wouldn't be gorgeous on my fat ass!! hehe  the'd need several more hefty bags...IJS ;)	2
9382	ouch! that sucks! on 2nd thought  u might look cooler  w/ an eye patch!!! LOL!	2
9383	Just discovered ur recent blog entries (you can thank Jade for that!) DAMN GIRL!!! hawt!!!	2
9384	Well  maybe you can at least be a DD for us. :P And you can stay sober enough to see my drunk ass! Hah hah.	2
9385	damn u for getting me on twitter lol	2
9386	why do you hate the piano? o_O	2
9387	btw  i so do not hate you. ):	2
9388	exactly. Its a chick magnet too i think. They show their emo drawings to a girl of similar shape and she croons.	2
9389	I hate automated phone systems too  try http://www.gethuman.com/ !	2
9390	That sucks!  Been there.  I have given up numerous times for the same reason.	2
9391	LOL! Thanks Christopher. You've just encouraged me to get off my fat butt. That's a good thing :)	2
9392	@ginny_caputo My whole office is a big fat tumbleweed of junk and I have pens falling out of my hair.  I  need help.	2
9393	You're always welcome  and it would be more fodder for my coworkers' everlasting uncertainty about whether or not I'm gay.	2
9394	the iPhone isn't the problem it's the damn monthy bill and do they have 3G in Pittsburg? Was on 35 from OK to ICT in Oct. no 3g	2
9395	burned thru 2-II's  3IIn's  working on 4III's You read too many of those damn magazines. Never had problems unless THROWN to ground	2
9396	gotcha  canon guy here @bradjward is Nikon nerd and you know he's Freddy Frugal	2
9397	"don't let @tsand know  he'll make me give up my ""man card"" but you just reminded me that I am missing the Jungle.. Damn!!"	2
9398	u can lemme knw a css one =D but opacity n other sucks .. hehehe	2
9399	I do..my ass wanna go home!! lol	2
9400	lol...and the ones who are there for a ifetime...u wish it was a damn season!	2
9401	damn daylight savings time LOL	2
9402	 Hey   don't hate .... Whaddya have against the Blackberry Curve?  Yeah - I know it's the same name as the Women's Gym Chain..	2
9403	i think its a strategy move. No video on iPhone. Why? Marget segmentation maybe...not to piss off itune's bred and butter...	2
9404	they hate Hamas. Do you what kind of terror Hamas runs in Gaza?	2
9405	images don't always speak for what they should. I hate violence. I really do. I hope things will be 'peaceful' one day.	2
9406	I think waffles have more fat than pancakes-have heard that waffle batter --&gt; pancakes is better than pancake batter --&gt; waffles	2
9407	dammit! You keep your damn dirty hands off my fruit gummy chews!!	2
9408	I kind of hate that place. It's so big I always feel in constant danger of getting lost.	2
9409	haha  i hate it when that happens	2
9410	or they could just do mass downloading of the movie.  THAT would piss off Summit for sure.	2
9411	aah! damn. i was gonna but something distracted me. absolutely no hang ups outing twittetfriendz. next time!	2
9412	LOVE the video of you skating and cursing. love it when you say fuck...kinda sexy LOL..how did you learn to skate so good?:)	2
9413	Oh I get it Amici - Fucking Mad Cow Disease - Will feast on it  and tweet the review - Thank You	2
9414	word  I'm in gear and focused on this frigid ass night.	2
9415	Aww damn Majesters.. took it back to throwback Harlem yo @abanks32 Homegirl new spot cant be better than Famous Fish on 45th!	2
9416	Yea Famous with the damn downstairs deathtrap line lolol	2
9417	Damn the Mom cosign is heavy! That turkey must be bomb!	2
9418	Maybe  but their snide comments about burying (their word) the Watchmen movie piss me off.  http://bit.ly/bv3E	2
9419	a fucking sexy librarian!	2
9420	have  you  ever watched message in a  bottle? i  cried like  a  loser haha	2
9421	translation for the white boy: naty  nobodys last  name is The Ass. Haha	2
9422	daddys in the a?  Damn I missed it....	2
9423	not hating on the BX at all.... hating on the damn commute!	2
9424	That sucks!  My son's myspace got hacked recently  it was awful!	2
9425	that just sucks. Now I feel bad for promoting their Xmas dinner on my site. Hate to recommened stuff that ends up sucking :(	2
9426	you're making me hungry! (& I just ate a Valerie croissant  plain as I am getting fat). Haven't been there in years	2
9427	sucks. After jerking me around for days on setup  they FINALLY applied free service... YEA RIGHT. Just got bill for time the promis	2
9428	I hate waiting for stuff to be delivered - the only drawback to online shopping is that I want my stuff NOW!	2
9429	: Infact blackberry needs to employ his ass on the campaign to make the ultimate blackberry that his ass can not break or lose.	2
9430	But snow is awesome! It's the temperature which supports snow that I grow to hate.	2
9431	Leave us strap wearing gay perverts alone! (jeez  a little uncalled for?)...	2
9432	Yeah  @jacklayton's one looks really good! @pmharper still looks like a tool with a slut.	2
9433	No  I just don't give a damn anymore.	2
9434	Damn right!	2
9435	lmao u crazy ass ily	2
9436	u kinda are a freak but in a good way...ily :D	2
9437	im glad u hate the cowboys otherwise id hate u becuz I can't watch espn without hearing about TO and romo	2
9438	bread!!!! and not enuf eggs so fuck it aha	2
9439	more like earl gay tea	2
9440	theyre every hip-hop guys glasses...its a new trend from everyone from kanye to my friend nick gonzalez. nerd glasses r mainstream	2
9441	lets kick discmaakers' ass for christmas	2
9442	U really hate that iPhone don't u? I love mine	2
9443	Damn it  you beat me.	2
9444	Tom would like to know if you hate him..?	2
9445	I shall eventually. Like after I get home from work tomorrow. Damn 10-4:30 shift that is sort of my sister's but not.	2
9446	I will have to show you a pic of my Yorkie babies! They keep me laughing and they make me crazy. Get off my damn couch! LOL	2
9447	Mostly good I think. Sorry to hear about your phone. That sucks!!!	2
9448	My problem is that I completely fucking hate Oz. I know how to write about books I don't like  but Oz just defeats me.	2
9449	re: the hate crime in NYC: it was a combination of racial and anti-gay slurs.  Why was the gay part left out of the story?	2
9450	Oh my god  the summary ALONE. That is AMAZING. It reminds me of the fake SGA crackfic where everyone tells John he's fat!	2
9451	Yall damn New Yorkers are something else New Yorkers+Holiday Shopping+Crowded Mall Parking Lot= A bunch of angry people..lol	2
9452	Life's A Bitch 09' : http://sharebee.com/c0756ec0	2
9453	It's 09 and Life's still a bitch..... Haha	2
9454	"""background too damn busy"" I'd much rather c your ""Red Planet"" there - so incredibly eye catching  extraordinary  wild  gorgeous"	2
9455	LOL.. you just want a damn excuse for me to wash your dishes after those lavish meals we cook. VACASIA's when???	2
9456	that's Laughing Me Off Ass. lol	2
9457	hmmm that's a good ass question. Who in the hell would play Mason Betha? my votes for Curren$y actually. Fab is a lil older.	2
9458	yeah that's called my drunk ass taking a pic of myself on the carpet as I'm LEAVING! SMH	2
9459	did you see the video Karrine did for last fashion week? I act an ass! Eva Mendes  Zoe  Vanessa I was out there!	2
9460	There go the Mets adding to that high ass payroll for another collapse. Man i can take the Mets blowing another division lead!	2
9461	lmao I rock that Florida Evans ALL the time 'damn damn damn damn damn'	2
9462	LMAO you fat?? I beg to differ. At least he didn't say he was sending Prince to your house to make pancakes! (Chappelle Show) lol	2
9463	nothing much except looking for you! Damn you were like Nemo! lol j/k What up giiiiiirl?	2
9464	"how did it JUST occur to you that YOU have too much ""damn"" stuff? lol"	2
9465	I've gotta admit  he makes a really cute Waffle Bitch. @CaryRN  I think I can even hire him out.	2
9466	Et fucking RER B !	2
9467	I'd have 2 say a nice ass & hips.	2
9468	HELL NAH!!!! Not the ass hole?!?! LMFAO!!!!!	2
9469	U would be a beast if u could get from the CO to GA by what  11pm? Damn...lol!!!!	2
9470	spice fucking a pumpkin	2
9471	oh boogie loves the freak train... all aboard!!! watch	2
9472	oh I hate that feeling!	2
9473	What did you do to piss off the flash drive?	2
9474	i got all my shopping done in november  cause there was no way i was going to get stuck in a long ass line! hehee	2
9475	GOOD FOR YOU! Kick ass.	2
9476	damn  sorry I didn't get one into AB when we were there.	2
9477	naah no fail whale here  Twitter was just being merciful to the rest of us ;) #mcl2	2
9478	well damn...that sucks...	2
9479	Guess your 'bad ass' networking issues has Gears 2 sinking fast. Take a time out from the pushups and fix that shit!	2
9480	Damn  I need one of those for my Elite that kicked the bucket yesterday!	2
9481	Did you know there are American Idol stars having a concert here on the 16th. Sounds like the kind of gay shit you like.	2
9482	Yeah  that should be more than gay enough for you.	2
9483	Like bacon & eggs  the chicken was interested and the pig was committed.	2
9484	"""What are you doing Dave?""... ""Damn-it Dave  I need more power!!"""	2
9485	I hate the Pats more than I hate boxed wine.	2
9486	'you can do it!' kick ass fdo!	2
9487	they have a clear ass copy of this movie @ G's babershop yo	2
9488	"no but Dana Dane's washed-up ass came to the park once to do ""Nightmares"" womp  womp"	2
9489	I wonder if Romey and his big fat sister Naomi really exist	2
9490	I hate it when that happens to me  I take tablets to get to sleep but they don't always work. They're kicking in now though!	2
9491	damn thats crazy... so you've never known the joy of Cinnamon Toast Crunch or good apple pie? *sheds a tear	2
9492	"""Flashing Lights "" ""Drunk & Hot Girls"" (never got the hate for this)  ""I Wonder"" & ""Everything I Am."" this is my 2nd fav"	2
9493	I hate it when that happens.  Give 'em hell  girl!	2
9494	Ha! Competing ass-kicking RED deals....hmmmm.	2
9495	this is just awful  i'm really tired and will be dragging ass all day.	2
9496	Will do! Although right now I have no idea what I'm doing or how to fit everything in. Hate squeezing 6 months into 2 days!	2
9497	I totally agree  nothing I hate more than to take someone a good bottle then they serve you a glass of their cheap shit!	2
9498	I think I got it. Thanks Zac  you saved my ass.	2
9499	Way to go. We even talked (God I hate that word.) about you bringing her(?).	2
9500	The collectors edition is fucking amazing. Too bad it's $100  right? D:	2
9501	me too and hungry ass hell!!	2
9502	"im tryin to think the last time i saw him also..lol"""	2
9503	damn  that sucks for youuuuu	2
9504	  Yes  it's glorious outside! Lived one year in Norway: Hate snow  hate ice  more.	2
9505	gogo dancing is fucking classy  yo	2
9506	Damn you're cool	2
9507	you son of a bitch  wanting consistency and relaxed limits!	2
9508	that sucks. Hope you aren't stuck out there long!	2
9509	lol. I tend to have that problem as well  but my inner liquor nerd pays attention for at least the first couple drinks.  :0	2
9510	do you know how long I have been wanting you to say something to me? Then you go & fuck it up by saying the C word.	2
9511	- word up  the Dragonball movie trailer offically has me upset.  It's looks MAD cheesy & bootleg.  Chow Yun Fat is the only cool dude	2
9512	agreed  the VCs in Silicon Valley see it the same way  recession through '09  2010 we start to recover.  What a damn mess!	2
9513	eep that sucks! yeah i decided to wax my eyebrows and do my nails insted of homework...	2
9514	AnnMT He was the best host the Tony's ever had  so maybe his mojo will work for the Oscars. Plus he's damn hot. I interviewed him once!	2
9515	Facial hair is a dominant trait among our east end nerd herd - 'cept the ladies tho	2
9516	- hate to tell u but u'v been Lucy for quite some time now miss...	2
9517	Start enforcing...kick some ass.  SAVE THE TWIT!!!	2
9518	Bears are awful evil killing machines.  Cowboys are cool...Jerry Jones sucks.	2
9519	Damon and Carlton from LOST are GAY!!!!	2
9520	- French? No  he's Scottish by damn! lol	2
9521	- Damn  do you go tanning every day? I haven't been tanning in like 6 months. I need to get my ass to the salon.	2
9522	- I wouldn't mind a wider ass. Haha. And some bigger tatas too ;]	2
9523	- Aww. I know. It's a learning process  and it sucks. *Hug*	2
9524	geeeeez. i hope you're wrong. bc i was a real fucking asshole. and it's only fun to be an asshole if you can stay anonymous.	2
9525	"don""t lie you expect an immediate answer  damn demanding women"	2
9526	don't hate me when @shika comes after him for encouraging me :)	2
9527	oh god no. Divorced her fat ass 4 years ago. But I am dating a girl... and she thinks 2g's are hot	2
9528	I'm a language nerd. Epic vocabulary ftw. Btw  gf's real name is Crystal and she's on Twitter as @KoekjeMom	2
9529	is ok. Just funning you cause I hate your face. &lt;3	2
9530	awww... finally stop lookin like some damn hippie?	2
9531	yay for good feeling back. When the back is sore/stiff your whole life pretty much sucks.	2
9532	I hate to cook and do simple things that sometimes get boring. If I won the lotto - I would hire a cook.	2
9533	did you ever bust your ass skate boarding	2
9534	I really want to hate you right now... :op	2
9535	 Small Business Owners need an Economic Stimulus Package or some other return of OUR tax money instead of Welfare for Fat Cats	2
9536	Ha I'm ok. Just hate flathunting. Don't we all?!	2
9537	SWEET BABY JAMES i remember those days---Don't hate the player	2
9538	I've always have been and always will be uncool  I'm still a Mac though  one that runs OS X  Windows & Linux. So I'm a smart-ass too.	2
9539	It informs me to stop fucking around and get to work... also gives me sense of community. So I'm half-serious when I say that	2
9540	I can't work at home either... it sucks!	2
9541	Your chappy is fucking gorgeous inside and out  by the way. And thanks for the nod in the acknowledgments! Fucking beautiful!	2
9542	Gee  I don't what my favorite is - the constant whining  projectile vomiting or the volcanic ass eruptions. Super pumped! ;-&gt;	2
9543	good! fuck yo car but yay :)	2
9544	FUCK! hahaha well that sucks xD	2
9545	is it? damn then id say hrmm...iono gah!	2
9546	eep. That sucks when good wine goes bad.	2
9547	Simple. Write that you hate all things on the planet earth and that you have an unhealthy fascination with Gouda. Keep'em guessing	2
9548	that's because they are bomb-ass-tic !	2
9549	post on violent youth curriculum http://is.gd/ex9m has me remembering the top bass ass bible verses http://is.gd/5WM4	2
9550	mourning the death of even our enemies is part of our Passover rituals. Jews do not hate anyone. But we do defend ourselves.	2
9551	It is; I hate winter.	2
9552	That SUCKS on so many levels it hurts!	2
9553	need to have a talk with Vader... talking out his ass about Santa now...	2
9554	45 pounds of mean ass shoe game tho. lol.	2
9555	i'on't hate on anything / anyone that doesn't give me a reason.	2
9556	Hey man thank you for the post man!! I really preciate it! Glad you liked it man!! Yea Pinky ass is retard fat!!! lol Thanks again	2
9557	no I dont they my peps/frens and they super...fucking comic book fiends reading to much like its they project smh lol	2
9558	i did that for a reason...they like my students when the bell rings...all programed to get up at the bell.  that sucks!!!lol	2
9559	awe that sucks I backup at least once every 2 weeks	2
9560	i am almost to that point. which sucks  because i had it set up perfectly :(	2
9561	what sucks extra hard is that it wouldn't even open and extra software was installed that i did not agree to. bif fat FAIL	2
9562	fat fingered! *coverage* is key.	2
9563	aww.. im sure you'll kick newton in the ass!! go go go go!!	2
9564	Hate to run into _him_ at Guantanamo Bay ;-)	2
9565	Hamlet? Damn. Now I can't go and watch it - uv spoilt it for me.	2
9566	Aw  that sucks. Hope you feel better soon. Have a cup of hot tea!	2
9567	I hate that the x and c keys are right next to each other.  It had to be designed to keep us in trouble.	2
9568	Haha  I should. What the fuck? Where at  why  and how?	2
9569	Oh  lol. Yeah  he would. That would be hilarious. Him getting charged for assault  but doing none of the ass-whooping.	2
9570	"Jericho's a cheater  too?! DAMN. I'd be thrilled that he's single but you know how the saying goes: ""Once a cheater...""  :("	2
9571	Christ I now hate year 11.  Though I'm sure lunchtimes will be amusing. :)	2
9572	Don't you hate being a responsible adult sometimes? lol	2
9573	damn man. your find just made me hella depressed. you guys are doing a story on it correct?	2
9574	That sweater looks like Christmas on LSD. Kudos to your husband for donning that gay apparel.	2
9575	Is that your real name?? That sounds like a character from a Dick Tracy novel... LOL. Both tho  recognized the name and pic	2
9576	The money is cool... it's OK... I do what I have to do. Hate the commute still but i'm hanging in there.	2
9577	i'll open up a new phone bill in your name... fuck your credit all up!!! LOL	2
9578	today what I need is a 40 ft mecha with laser canons and missile arrays following me around London bellowing DON'T BE EMO  ta	2
9579	Oh No! i'm not sick  but i hope you feel better.  Whatever you got  probably got it from that damn Russian!	2
9580	its called Motivator  nice  almost feel like it should reach out and bitch slap me if I'm not getting on with things	2
9581	@mattfink best avoid the pig rolls for a while http://bit.ly/qmqJ	2
9582	@jasonyates some code in a project is causing a shitload of testing errors all because its fucking up something it never used to	2
9583	Note who got the last link on One Dimensional Corporate Social Media Sucks. http://tinyurl.com/67rel4  Heh  heh  heh.	2
9584	I think there's a point where there's sometimes just too much ass. no?	2
9585	Same for me... Damn you ADD!	2
9586	Will do! Thanks.  We'll update when pig story is on-line.  That one is really hilarious.	2
9587	"Like ""Outliers."" Many don't like msg--that much of success comes from circumstance. Ppl into ""self-made"" concept will hate it."	2
9588	it still sucks  no matter how much  though  eh?	2
9589	eww. snow.  ironic i hate snow when i was born in kodiak  alaska.	2
9590	"It's just painful/sad to watch. I want to be all ""Aw  good for him!"" but in reality  I'm like ""OH FUCKING GOD MAKE IT STOP."""	2
9591	damn sorry to hear that keep off of it for a while	2
9592	I hate dogs  but I do feel bad for ur dog though that sucks	2
9593	I hate smudges. Used to keep a bottle of white acrylic and a fine brush handy. Mostly for highlights. Wite-Out turns yellow.	2
9594	beer + excess = man-boobs. Damn those phytos...	2
9595	it may not b ur students... they might just think ur music sucks!!! j/p	2
