	tweets	pos	neg	class
19954	Skippin spanish class the rest of this week fuck dat bitch	0.0	0.549	1
19955	Skippy and the Kats. #FezBandName	0.0	0.0	0
19956	Skylar needs to go back to Clarenceville. He taking all the hoes.	0.0	0.0	1
19957	Slap a hoe with a rusty axe ash my blunts on her ass	0.152	0.467	1
19958	Slap my hoes with a rake fake make great cake #illuminati	0.413	0.225	1
19959	Slap the bitch is fun...didnt know beer wasnt that bad	0.468	0.23	1
19960	Slaw ass team time to start dat bitch ova	0.201	0.474	1
19961	Slide in that hoe DM's like	0.385	0.0	1
19962	Slide in the pussy like a surfboard	0.455	0.0	1
19963	Slim Hines lil bruda ainn bout it bitch how yu figure	0.0	0.322	1
19964	Slim niggah but you know i love em thick	0.457	0.0	1
19965	Sloppy ignorance in all my pockets Come here lil bitch I want sloppy toppy	0.096	0.463	1
19966	Sloppy ignorance in all my pockets come her lil bitch I want sloppy toppy	0.096	0.463	1
19967	Slowbros over hoes	0.0	0.0	1
19968	Slut I ain't playin' go find a white crayon and color a fuckin zebra.	0.0	0.275	1
19969	Slut ass queen bee bitch.	0.0	0.847	1
19970	Slut opp thot hoe	0.0	0.559	1
19971	Sluts and hoes are needed.Respect their services.	0.0	0.552	1
19972	Smack these hoes on they ass like we birthed these bitches	0.194	0.574	1
19973	Smashed a werewolf chick and thought she was related to  so I felt guilty but then later discovered he didn't know the ho	0.0	0.203	1
19974	Smellin good, bitches wanna hug me	0.465	0.302	1
19975	trash..slow as fuck..cant even get a nike release on that	0.0	0.0	1
19976	Idk why everybody be hating on the Puerto Rican princess	0.0	0.54	1
19977	Smh  its not bitches its BITCH ASS NIGGAHS	0.0	0.937	1
19978	Smh hate that hoe	0.0	0.857	1
19979	Smh ma niggah	0.0	0.697	1
19980	Smh queer	0.0	0.697	1
19981	Smh u niggers  ur music knowledge	0.0	0.365	1
19982	My dream lmfao start from the bottom , up .	0.647	0.0	1
19983	Hate playing with someone at home on that trash ass default broadcast cam... 2K camera is the goat	0.095	0.379	1
19984	Smile at the bitches who hate you.	0.248	0.752	1
19985	Smile at the hoes who hate you.	0.347	0.514	1
19986	Smoke good weed with a bad bitch	0.238	0.598	1
19987	Smoke good weed with bad bitch and give a good girl bad habits	0.269	0.5	1
19988	Smoke sesh niggah what u mean	0.0	0.0	1
19989	Smoke sum bitch	0.0	0.655	1
19990	Smoke summm bitch	0.0	0.655	1
19991	Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit	0.121	0.374	1
19992	Smokin on loud that will have yo ass panicking.... but wwn you show up all the hoes start vanishing!	0.0	0.426	1
19993	Smokin stuntin. Riding round town wit a bitch so bad but she don't mean nothing	0.0	0.448	1
19994	Smoking Brooklyn got me high as giraffe pussy	0.0	0.0	1
19995	Smurf a real cat bitch	0.0	0.559	1
19996	These hoes ain't loyal	0.0	0.39	1
19997	Snapchat me bitches @/jaceyjanette	0.0	0.661	1
19998	Snoop with the hoes	0.0	0.0	1
19999	"So I already don't fuck with dude, but I be nice. And I'm humoring him. but this bitch crossed a line.""First of motherfucking all..."""	0.221	0.353	1
20000	So I decided to drive to the good walmart where the colored folks don't go bc it's food here.	0.223	0.0	1
20001	So I figure out why I've been a bitch lately.	0.0	0.504	1
20002	So I guess I want to be ghetto my dad was poor ... Not in morals or in standards my grandfather was poor... He was great man tho	0.228	0.249	1
20003	So I guess I'm on snapchat now? So snapchat me bitches. Danvii . No idea...	0.0	0.415	1
20004	"So I guess all girls are ""psycho bitches and dgaf"" these days.. Smh y'all are dumbDon't even know what psycho is. Tf outta here"	0.0	0.279	1
20005	So I had to spray this huge ass wasp nest outside my backdoor. Maaan, them bitches were mad as fuck!!	0.105	0.609	1
20006	So I keep cool but in the back of my mind I'm like did des hoes just come on my mf porch like ik dem	0.387	0.0	1
20007	"So I seen this sweater , its flashy. I wanna get it. I gotta get it. It say ""my boyfriend is my bitch, with some puppies"""	0.0	0.192	1
20008	So I swore my school was closed, but that bitch is open and I'm home	0.0	0.352	1
20009	So I we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol	0.352	0.156	1
20010	So I'm at #tedgibson and Ted is getting his hair colored right beside me. Heeeey!	0.0	0.0	0
20011	So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.	0.221	0.144	0
20012	So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you #teabaggers #morningjoe	0.484	0.0	0
20013	So Sterling bitch gotta he a hoe.. aye she paid and you're...mad? Dont blame the bitch. She half black.	0.077	0.43	1
20014	So am I the only cracker up playing his guitar (thank you  ) on this Saturday night?	0.478	0.0	0
20015	So apparently me  Eric fucced  I be just fuccing every nigga  GREAT but y'all bitches NOT whoppin  talkin behind BLOCCED twitters	0.213	0.172	1
20016	So at work today I got called a cracker ass bitch. Lol	0.174	0.453	1
20017	So basically I reflected a lot on how for now, I make fire my bitch day to day.	0.0	0.47	1
20018	So bitch shoot me a look, it better be a blank stare, or get shanked in the pancreas	0.174	0.406	1
20019	So buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. Early not late!!! Follow	0.0	0.25	1
20020	So excited for this white trash bash party tonight	0.519	0.0	1
20021	So excited for tomorrow  Saturday,  then just being a lazy bitch on Sunday.	0.207	0.485	1
20022	So far I've only seen 3 bad bitches talkn bout Mansion lan .. Wtf is up!!	0.0	0.567	1
20023	So far today every time I try to load an article from the Blaze on Twitter the site crashes. WTF is Selibus doing now the cunt	0.0	0.373	1
20024	So fucking thirsty for a championship that they welcome a fucking traitor with open arms.... Haha fucking no heart ass pussy organization	0.381	0.148	1
20025	So ghetto.	0.0	0.0	1
20026	So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.	0.508	0.0	1
20027	So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags #imagineherface	0.149	0.146	0
20028	So if I had dreads, tattoos AND a beard Id get all the bitches??	0.0	0.537	1
20029	So if a girl gets drunk and does some hoe shit...it's rape now???	0.0	0.657	1
20030	So is the term wigger. If someone chooses to listen to hip hop and act a certain way it's cause of his interests not race	0.227	0.0	1
20031	So jus don't be faithful cus u never kno what your bitch doing lmao	0.206	0.391	1
20032	So just chill hoe	0.0	0.0	1
20033	So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know	0.143	0.0	0
20034	So many bitches in one sentence #fixitjesus	0.137	0.441	1
20035	So many bitches think they're so much hotter than they are	0.0	0.411	1
20036	So many hoes whipped you would have thought we were still in slavery	0.0	0.407	1
20037	So many shady bitches. THE SECRET THIRST IS ALIVE	0.23	0.287	1
20038	So many weird people in the ghetto at this time.	0.0	0.283	0
20039	So much for #UCLA being the team to beat they are trash	0.0	0.0	0
20040	So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!	0.0	0.139	0
20041	So much white trash at this demo derby	0.0	0.0	1
20042	"So my coworker is yellin at my other coworker and I so I'm like ""Who you talkin to? Cuz it's not me"" then she wanna bktrack like no bitch"	0.219	0.167	1
20043	So my daughter seen Charlie Villanueva... Questions on 1,000	0.0	0.0	0
20044	So my dumb ass screams fuck the redskins in this big ass echo filled parking garage	0.0	0.71	1
20045	So my light was off  door was closed , mom walks in turn lights on . Tells me to take trash out in the morning . then walked out.. Light on	0.0	0.0	0
20046	"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset."	0.131	0.254	1
20047	So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay!	0.0	0.732	1
20048	So niggers really believe Phelps just smokin on a regular huh? Tell me now  I'll log off for the night	0.0	0.0	1
20049	So now ain't nobody got a type you all like bad bitches huh...well why yo baby momma never mind	0.184	0.296	1
20050	So now been trill is trash cus asap said so  ok	0.268	0.0	0
20051	So now he wanna LIE !?  he's a fuccing joke  ajay gotta whole bitch but oml trynna argue wit me  shit like FIR WHAT BOI !?	0.149	0.342	1
20052	So people here donate plasma to feed their drug addiction... I donate because I get money, and I save lives.Whaddup bitches	0.168	0.204	1
20053	So pissed I forgot that Saiyan bitches infio. She gave ne her IG tioo,. FUCK	0.0	0.584	1
20054	So scared for orientation.I hate meetin new people.They're gonna think im this quiet girl but really im the craziest bitch they'll ever meet	0.0	0.428	1
20055	So sick of you fake ass hoes	0.0	0.843	1
20056	So some bitch flipped me off for letting her infront of mee... Okay.	0.158	0.341	1
20057	So some pussy don't cream when they cum?	0.0	0.0	1
20058	So the Flash pops is the Dawson pops. I think he mighta actually killed the mom. Cuz Gail was a lying, cheating bitch.	0.0	0.582	1
20059	So tired but mom is making me stay up until she is finished drinking another beer. She better chug that shit	0.147	0.345	1
20060	So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job	0.0	0.551	1
20061	So toodles to you bitches , goodnight!	0.0	0.598	1
20062	"So was chris brown talking bout hisself when he said ""these hoes ain't loyal ?"""	0.0	0.175	1
20063	So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees	0.0	0.147	0
20064	"So weird how the word ""cunt"" is offensive in other countries, yet in this country it's a reference to somebody.. Like ""who's this cunt?"""	0.093	0.424	1
20065	So what if she a hoe in her city. If she make you happy, move her to Montana and be happy for the rest of yall days.	0.425	0.0	1
20066	So yall give farwells to Lulu yet did all but shit on Kris? Ok bitches... ok	0.221	0.377	1
20067	So yall hoes still surfboard'n in the tub or nah?	0.0	0.189	1
20068	So yesterday I ran into a dude I went to high school with  he used to be skinny as hell. Now? Omg. Same fucker who slit my tires years ago.	0.0	0.357	1
20069	So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie  Wish... you wanna watch hillbillies shoot pumpkins	0.209	0.304	0
20070	So you still don't suck dick or eat pussy in 2014?	0.472	0.0	1
20071	So, #brony-folk far and wide are throwing bitch fits over #EquestriaGirls. I must be the only one who isn't. It looks interesting to me.	0.0	0.335	1
20072	So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY	0.219	0.0	0
20073	So, about this flappy bird game then.	0.0	0.0	0
20074	So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, What are you, queer? #GoRedskins?	0.351	0.108	1
20075	So...Hello Kitty is really a Chicken Boo bitch?	0.0	0.367	1
20076	What does your beard smell like?	0.455	0.0	1
20077	"Social media post about rival social media app. I shall never let the word ""edited"" appear next to my Facebook status. Double read it bitch."	0.0	0.16	1
20078	Social networks will ruin a bitches game.	0.0	0.72	1
20079	Sock the pussy like I'm vegeta	0.385	0.0	1
20080	Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War	0.177	0.292	1
20081	Soft niccas usually send the hate thru the bitches jealous Instagram niccas hatin on ya pictures --	0.0	0.491	1
20082	Soft niggas usually send the hate threw the bitches	0.0	0.714	1
20083	Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..	0.0	0.408	1
20084	Sombody bring me some pussy	0.0	0.0	1
20085	"Some ""don't cross me"" bitches"	0.386	0.0	1
20086	Some Army females just bitch about everything ..	0.0	0.432	1
20087	Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.	0.291	0.093	0
20088	Some are oval and some are pink some are blue and some are just yellow	0.0	0.0	0
20089	Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies	0.0	0.437	1
20090	Some bitches are relentless. You can curve her a hundred times and she still wants the dick	0.078	0.468	1
20091	Some bitches barely respect themselves	0.322	0.448	1
20092	Some bitches curve game be too serious	0.0	0.634	1
20093	Some bitches just have NO luck with men lmao.. Maybe YOU'RE the problem sweetheart, it can't all be our fault lol	0.325	0.403	1
20094	Some bitches need to get a life	0.0	0.494	1
20095	Some bitches truly ain't shit !	0.47	0.3	1
20096	Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses.	0.0	0.0	0
20097	Some call it trickn i call it hangn out ima handle my business n knock dat pussy out	0.0	0.0	1
20098	Some croquettes for you hoes	0.0	0.0	1
20099	Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??	0.193	0.276	1
20100	"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher""."	0.222	0.176	1
20101	Some ho hitting on my wife lol	0.412	0.0	1
20102	Some hoes that tweet just make me mad lol	0.28	0.32	1
20103	Some lying ass hoes lol	0.239	0.59	1
20104	Some movies are made to facilitate dudes to pick girls up. Think out side the box lil nigguh	0.0	0.0	1
20105	Some niggah said sugapuss to me lastnight	0.0	0.0	1
20106	Some niggahs save hoes, I aint that heroic.	0.316	0.289	1
20107	Some niggas beat a bitch to get a point across some mentally fuck w/ her some just ignore it ...	0.0	0.604	1
20108	Some niggas save hoes	0.421	0.316	1
20109	Some of the ice melted in my car cause the dumb fuck at 7/11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh	0.0	0.562	1
20110	Some of these hoes are loyal	0.608	0.0	1
20111	Some of these hoes deserve a kick in their vagina.. Lucky i aint tryna loose my shoe!	0.387	0.0	1
20112	Some of these hoes need to hop off those high horses they seem to be riding 24/7	0.0	0.0	1
20113	Some of these hoes out here for everybody.	0.0	0.0	1
20114	Some of these hood negros don't deserve bail money the way they be visiting jail.	0.0	0.0	1
20115	Some of these niqqa a straight pussy whipped	0.322	0.0	1
20116	Some of these sex gifs are fucking retarded	0.0	0.5	1
20117	Some of y'all females undercover hoes	0.0	0.0	1
20118	Some of yall gorgeous women ain't so gorgeous when we realize you got a ugly bitch attitude.	0.346	0.307	1
20119	"Some of yall just ""popular"" cuz of yall name . These bitches be ugly"	0.156	0.4	1
20120	Some of you bitches are DUMBBBB	0.0	0.661	1
20121	Some of you girls should be wifey for Halloween. Since some of yall been hoes all year.	0.0	0.0	1
20122	Some people are bitch ass niggas  you should just stay far away from	0.0	0.66	1
20123	Some people are so constantly pessimistic. It's so unattractive. Like if you have that much to bitch about why don't you start changing?!?	0.117	0.461	1
20124	Some rednecks just raced down the freeway &gt_e	0.231	0.0	1
20125	Some thots will just never learn  gooooo awaaaaay hoe	0.0	0.0	1
20126	Some women, are straight bitches.	0.244	0.5	1
20127	"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall"	0.078	0.58	1
20128	bitch nigga bye you just want something to say	0.143	0.418	1
20129	"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"	0.111	0.36	1
20130	Somebody tell these nigggas I'ma keep fuckin they hoes, I'ma keep rockin these shows	0.0	0.0	1
20131	Somebody tell these pussy niggas I got em	0.0	0.324	1
20132	Somebody tell these pussy niggas I got em I got em	0.0	0.255	1
20133	Somebody toss this bitch a Dasani or something, gurl is #THIRSTY	0.0	0.388	1
20134	Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO.	0.249	0.173	0
20135	Someone bitch slap me into the lake if you see me on FB tomorrow. I suspect my hard core GOP friends will be all over this.	0.246	0.387	1
20136	Someone came up  told me that I pulled hoes today. I was pissed just because thats so fucking false that its sad.	0.0	0.457	1
20137	Someone come take these brownies away from me before I eat the whole pan!	0.0	0.0	0
20138	Someone needs to get this boring Nike fag off the stage.	0.0	0.519	1
20139	Someone please bring me Goldfish crackers	0.365	0.0	0
20140	Someone probably told him 6 God was trash.	0.344	0.0	0
20141	Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.	0.0	0.0	0
20142	Someone shut this beaner up please.	0.434	0.0	1
20143	Someone tell  his dreads are part of the uniform. I'd pull your hair too. Why are you trash talking? Cut your Doodoo braids.	0.0	0.273	0
20144	Someone tell me where the drinks at. Where the bitches at. You fucking on the first night, meet me in the back. #game	0.0	0.262	1
20145	Someone tell the royals to stay home there trash	0.0	0.0	0
20146	Someone tell this bitch to stfu	0.0	0.559	1
20147	Someone tell this hoe to turn on lion king	0.0	0.0	1
20148	Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ain't even that deep	0.0	0.429	1
20149	"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and  was dying lol"	0.273	0.0	0
20150	: Control your excitement sir... : Lets gooooo Teena bitch!!!	0.231	0.337	1
20151	Something like a perfectionist even check my horoscope bitch	0.391	0.297	1
20152	Sometime I wish I wasn't colored	0.474	0.0	1
20153	Sometimes I feel like being really nice to everyone then I'm just like wait you're all bitches anyway soooo	0.386	0.186	1
20154	Sometimes I just want someone to bitch to about a shitty day	0.111	0.632	1
20155	Sometimes I wake up on the ceiling , the floor , outside , near a trash can, on your mom, in Hollywood somewhere, in a ally somewhere	0.0	0.0	1
20156	Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.	0.297	0.182	0
20157	sometimes. Some shit just an extra $30.	0.0	0.474	1
20158	Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.	0.094	0.397	1
20159	Sometimes ppl stay married cuz it's convenient. When u constantly bitch  complain  sleep in separate rooms, it's time to reevaluate.	0.0	0.296	1
20160	Sometimes u gotta knock a nicca out tho #IJS #FreeCB	0.258	0.0	1
20161	Sometimes you don't wanna fuck the bitch but her head so good you end up fucking	0.347	0.23	1
20162	Sometimes you gotta block a bitch because damn they annoying	0.0	0.801	1
20163	Sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on	0.199	0.353	1
20164	Sometimes, even I gotta tell these hoes to grow up smh	0.0	0.247	0
20165	Son of a bitch	0.0	0.792	1
20166	Son of a bitch #thunder	0.0	0.655	1
20167	Son of a bitch I can't wait till baseball is back. #AmericasPastTime	0.0	0.322	1
20168	Son of a bitch...	0.0	0.655	1
20169	Son why is our mail lady so ghetto	0.0	0.0	1
20170	Sone of y'all bitches need morning glory milk baths	0.261	0.291	1
20171	Sonnen is a faggot	0.0	0.815	1
20172	Sonoma County cannot handle the Gutto Style straight up north bay is pussies forever	0.174	0.0	1
20173	"Soon  will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots."	0.372	0.209	1
20174	Soon as da money gon dem bitches leavin..You get locked up she ain't gon visit ya neither	0.0	0.218	1
20175	Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey	0.369	0.0	0
20176	#tcot #pjnet	0.0	0.0	0
20177	Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.	0.0	0.0	0
20178	Sorry about the spam but I dare you to search nigger on Twitter and not laugh. Impossible.	0.229	0.516	1
20179	Sorry all my fellow negros	0.0	0.394	0
20180	Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me	0.224	0.431	1
20181	Sorry hoes, but L.O.V.E. does not stand for Legs. Open. Very. Easy	0.304	0.124	1
20182	Sosa on the beat ho	0.0	0.0	1
20183	Keith stood under the monkey bats looking up girls skirts during recess time. Fucking creep	0.0	0.0	1
20184	Sounded like a bitch but whatever	0.301	0.458	1
20185	Sounded like a god damn bear just fell out of my trees. Might be time to stop pissing outside and  piss bucket up in this bitch.	0.172	0.528	1
20186	Sounds like a hoe	0.556	0.0	1
20187	Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.	0.0	0.0	0
20188	Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.	0.358	0.0	1
20189	Space brownies	0.0	0.0	0
20190	Spark these bitches interests.	0.5	0.5	1
20191	Speak to my face you fake bitches.	0.0	0.778	1
20192	Speaking of '09, that years pussy was phenomenal.	0.0	0.0	1
20193	Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica	0.195	0.0	0
20194	A lot of them backpage hoes don't like fucking black guys so I never went thru with it	0.0	0.174	1
20195	Spell my name right, bitch. Then we'll talk	0.0	0.388	1
20196	Spendin money that we saved, stackin ones like bricks hittin bitches like Craig, watchin ass CLAP! #MorningStuSesh #10AMinFairview	0.305	0.279	1
20197	Spending money on these hoes , nigga you aint fuck SHIT	0.558	0.0	1
20198	Spics are half breed trash. No filthy native should be allowed to speak to any European.	0.0	0.196	1
20199	Spiff tryna hoe	0.0	0.0	1
20200	Spittin Crystal in a bitch face was Larry Johnson's funniest moment in my book. Sue me for having a sense of humor.	0.292	0.195	1
20201	Spongebob ass niccas fr	0.0	0.538	1
20202	Spring breakkkk bitches	0.0	0.661	1
20203	Spring is almost here..  I realized that my collection of hoes has severely decreased	0.0	0.3	1
20204	Squidward in the face ass bitch	0.0	0.785	1
20205	Stafford trash without Megatron #fantasyfootballproblems	0.0	0.0	0
20206	Stafford you pussy	0.0	0.0	1
20207	Starks being a faggot	0.0	0.815	1
20208	Start punching hoes in they esophagus and shit.	0.0	0.474	1
20209	Started wit Hanna Montana hoes........ Now im fuckin all of Nick Cannon hoes	0.0	0.0	1
20210	Started with 100 bricks now I'm sold out bitch	0.0	0.432	1
20211	Stay home then bitch fuck u	0.0	0.785	1
20212	Stay pooned, #bitches.....	0.0	0.494	1
20213	Stay witcha nasty little hoes who don't do shit for you.	0.236	0.32	1
20214	Stayin up late to watch #Ichiro #Yankees	0.0	0.0	0
20215	Step Up All In was so horrible that bitch went straight to dvd	0.125	0.48	1
20216	Step up and take your oppurtunity! #freshfaces #iubb #hoosiers	0.0	0.0	0
20217	Step up in the club smoothly with the L in my hand, bitches know I'm a freak like the elephant man	0.292	0.349	1
20218	Stephan A Smith saying Jay Cutlers shouldn't be a MVP candidate is just straight up retarded	0.0	0.401	0
20219	Stephen the threat about your brother doesn't scare me. Quit runnin your fuckin mouth  you won't have to hide behind your brother bitch boy	0.178	0.308	1
20220	Stern fixed the image of the league.. NBA players not knocking they bitch out in elevators.	0.0	0.322	1
20221	Steve McNair got murdered by his side bitch man life is crazy	0.0	0.639	1
20222	Stevie J my nigga  bitch be on ten	0.0	0.559	1
20223	Stfu hoe	0.0	0.0	1
20224	Stfu kenya! U make me sick. Lonely desperate bitch.	0.0	0.803	1
20225	Stiff armed his hoe ass lmao	0.375	0.337	1
20226	Still can't see what niggers see in them white hoes....	0.0	0.0	1
20227	Still confused why King ordered two tranny hookers to the party last night..	0.208	0.177	1
20228	Still don't give a fuck bout a bitch or her dude	0.245	0.326	1
20229	Still downtown with these bitches.	0.0	0.661	1
20230	Still really confused re #humplayproblems i think lucricusIs a fag dagger	0.0	0.487	1
20231	Still waiting for oomf to hit that hoe lololol	0.0	0.0	1
20232	Still wit the Same bitches to the death of me	0.0	0.722	1
20233	Stomach is hurting, I'm starving for some early morning pussy.	0.0	0.524	1
20234	Stoni is a fuckin queer...	0.0	0.0	1
20235	Stood outside for 5 minutes to take a phone call, went back in and looked in the mirror and saw a Somalian. Fuck the sun lil punk ass bitch	0.0	0.419	1
20236	Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials	0.0	0.333	0
20237	Stop Twatching me bitch.	0.0	0.857	1
20238	Stop actin like yu just started wearin ya uggs, bitch I seen you break em out in August	0.135	0.324	1
20239	Stop being a hoe	0.0	0.688	1
20240	Stop hatin niggah , I got ya girlfriend callin you a hater niggah	0.0	0.417	1
20241	Stop lettin them messy hoes mess with your business.	0.0	0.706	1
20242	Stop rt'ing Celtics trash please	0.307	0.293	0
20243	Stop sayin my gov. Name fuck wrong widd u bitch is u stupid	0.0	0.8	1
20244	"""I'll snap you a nude but promise you won't screenshot""""Don't worry baby I won't"""	0.239	0.0	1
20245	Stop spoiling U fags	0.0	0.524	1
20246	"Stop using the word ""redskin(s)""."	0.0	0.306	1
20247	Stop whacking off in the shower queer boy!	0.0	0.384	1
20248	Strapped up fasho cause Iont trust no hoe	0.398	0.0	1
20249	Stress stress go away. Come again never you fucking bitch	0.237	0.403	1
20250	Strong jaw ass bitch	0.284	0.629	1
20251	Yall think Ciara got good pussy?	0.367	0.0	1
20252	Stu a rape faced faggot man I'm sick of this nigga	0.0	0.713	1
20253	Stuck up serious bitches are possibly the worst type of girls. Ever.	0.0	0.739	1
20254	Studying for this bio test like a hoe	0.385	0.0	1
20255	Stupid and ain't got hoes #ShmediumProblems	0.0	0.405	1
20256	Stupid ass Alex. Scary little bitch. THROW IT!	0.0	0.777	1
20257	Stupid ass hoe	0.0	0.873	1
20258	Stupid bitch	0.0	1.0	1
20259	Stupid bitch	0.0	1.0	1
20260	Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips	0.0	0.451	1
20261	Stupid bitch should have stayed home	0.0	0.783	1
20262	Stupid bitches deserve to be treated like a stupid bitch	0.132	0.763	1
20263	Stupid bitches &lt&lt&lt FUCK .	0.0	0.794	1
20264	Stupid bitches.	0.0	1.0	1
20265	Stupid bitches. Fucking skanks. Dumb hoes.	0.0	0.784	1
20266	Stupid cunt bitch on the road	0.0	0.912	1
20267	Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth	0.093	0.572	1
20268	Stupid fucking cunt	0.0	0.873	1
20269	Stupid hoe is so wack	0.0	0.63	1
20270	Stupid lil bitch !! Really think I'm trippen  You outttta pocket with this pimpinnn	0.0	0.464	1
20271	"Stupid people talking smack on ""Uncle Tim Tom"" are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write."	0.071	0.327	1
20272	Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde	0.0	0.405	1
20273	Sub tweeting and uoeno lol bitch	0.292	0.396	1
20274	Subtweet me one more time, you dirty chink whore	0.0	0.643	1
20275	"Subtweeting little bitch ""taking the high road"""	0.0	0.334	1
20276	Subtweettweettweettweet cuz skinny niggah but my dick long	0.0	0.398	1
20277	Such a trash episode of the walking dead tonight.	0.0	0.462	0
20278	Suck my dick so good I'm like god dam you dirty bitch	0.335	0.576	1
20279	Suck my super monkey balls	0.443	0.33	1
20280	Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?	0.205	0.0	0
20281	Summer hoes turn into winter wifeys	0.0	0.0	1
20282	Summer hoes turning into winter wifeys	0.0	0.0	1
20283	Summer is over, so all you half naked hoes are gonna have to find a personality now.	0.0	0.0	1
20284	Sumn wrong wit da pussy, een tho I ain't gonn hit it Ima still make sure dat she gushy	0.113	0.152	1
20285	Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.	0.178	0.147	0
20286	Sup bitches	0.0	0.796	1
20287	Super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol	0.5	0.262	1
20288	Superman your ho, eyyyy	0.0	0.0	1
20289	#ferguson #kkk #tcot #tpot #teabaggers #teaparty	0.0	0.0	0
20290	Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes	0.242	0.0	1
20291	Sure wish my nose would stop dripping.....this sick shit is for the birds	0.249	0.453	1
20292	Surprise bitch	0.356	0.644	1
20293	via  &gtOriental Black Metal Hell!!	0.0	0.564	0
20294	Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch.	0.0	0.394	1
20295	Swag killed the bitch like Columbine	0.195	0.648	1
20296	Swap meet bound #beaner	0.0	0.0	0
20297	Swear to god man niggas talk more than bitches these days	0.167	0.595	1
20298	Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn  Charlie Daniels at the same time? #morningjoe	0.2	0.0	0
20299	Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!	0.229	0.0	0
20300	Sweetheart to a lady but I'm hard on a hoe!	0.511	0.156	1
20301	I really don't like this woman. Old hag ass bitch.	0.0	0.66	1
20302	Switch A Roo yo hoe let me hit her	0.0	0.0	1
20303	Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes	0.0	0.512	1
20304	Switcharoo yo hoe!	0.0	0.0	1
